"","MS_SubClass","MS_Zoning","Lot_Frontage","Lot_Area","Street","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Qual","Overall_Cond","Year_Built","Year_Remod_Add","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Mas_Vnr_Area","Exter_Qual","Exter_Cond","Foundation","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_SF_1","BsmtFin_Type_2","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","Heating","Heating_QC","Central_Air","Electrical","First_Flr_SF","Second_Flr_SF","Low_Qual_Fin_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","Kitchen_Qual","TotRms_AbvGrd","Functional","Fireplaces","Fireplace_Qu","Garage_Type","Garage_Finish","Garage_Cars","Garage_Area","Garage_Qual","Garage_Cond","Paved_Drive","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Pool_Area","Pool_QC","Fence","Misc_Feature","Misc_Val","Mo_Sold","Year_Sold","Sale_Type","Sale_Condition","Sale_Price","Longitude","Latitude"
"700","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",76,9158,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","One_Story","Very_Good","Average",2007,2007,"Gable","CompShg","CemntBd","CmentBd","Stone",140,"Good","Typical","PConc","Good","Typical","Av","Unf",7,"Unf",0,1496,1496,"GasA","Excellent","Y","SBrkr",1496,0,0,1496,0,0,2,0,3,1,"Good",7,"Typ",0,"No_Fireplace","Attchd","Fin",2,474,"Typical","Typical","Paved",168,130,0,0,0,0,"No_Pool","No_Fence","None",0,6,2007,"New","Partial",225000,-93.643449,42.053186
"701","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",70,8251,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","One_Story","Good","Average",2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",143,"Good","Typical","PConc","Good","Good","Av","GLQ",3,"Unf",0,716,1494,"GasA","Excellent","Y","SBrkr",1506,0,0,1506,1,0,2,0,3,1,"Good",7,"Typ",1,"Good","Attchd","RFn",2,672,"Typical","Typical","Paved",192,35,0,0,0,0,"No_Pool","No_Fence","None",0,4,2007,"WD ","Normal",249000,-93.642197,42.053227
"702","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",75,10084,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","One_Story","Very_Good","Average",2004,2005,"Gable","CompShg","VinylSd","VinylSd","Stone",186,"Good","Typical","PConc","Excellent","Typical","Av","GLQ",3,"Unf",0,317,1686,"GasA","Excellent","Y","SBrkr",1694,0,0,1694,1,0,2,0,3,1,"Good",7,"Typ",1,"Good","Attchd","RFn",2,636,"Typical","Typical","Paved",255,57,0,0,0,0,"No_Pool","No_Fence","None",0,8,2007,"WD ","Normal",307000,-93.641251,42.053108
"703","Two_Story_1946_and_Newer","Residential_Low_Density",70,9605,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","Two_Story","Good","Average",2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,982,982,"GasA","Excellent","Y","SBrkr",982,995,0,1977,0,0,2,1,3,1,"Good",7,"Typ",0,"No_Fireplace","Attchd","RFn",3,574,"Typical","Typical","Paved",240,53,0,0,0,0,"No_Pool","No_Fence","None",0,7,2007,"WD ","Family",250000,-93.643748,42.053032
"704","One_Story_1946_and_Newer_All_Styles","Floating_Village_Residential",75,9000,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","One_Story","Good","Average",2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,1335,1335,"GasA","Excellent","Y","SBrkr",1335,0,0,1335,0,0,2,0,3,1,"Good",6,"Typ",0,"No_Fireplace","Attchd","RFn",2,575,"Typical","Typical","Paved",0,210,0,0,0,0,"No_Pool","No_Fence","None",0,6,2007,"New","Partial",210400,-93.65042,42.051795
"705","Two_Story_1946_and_Newer","Floating_Village_Residential",72,8640,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","Two_Story","Very_Good","Average",2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","Av","GLQ",3,"Unf",0,546,896,"GasA","Excellent","Y","SBrkr",896,896,0,1792,0,0,2,1,3,1,"Good",8,"Typ",0,"No_Fireplace","Attchd","Fin",2,590,"Typical","Typical","Paved",184,96,0,0,0,0,"No_Pool","No_Fence","None",0,11,2007,"New","Partial",255000,-93.650299,42.051655
"706","Two_Story_1946_and_Newer","Floating_Village_Residential",75,9000,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","Two_Story","Very_Good","Average",2007,2007,"Gable","CompShg","CemntBd","CmentBd","None",0,"Good","Typical","PConc","Good","Typical","Av","GLQ",3,"Unf",0,1120,1184,"GasA","Excellent","Y","SBrkr",1184,1426,0,2610,0,0,2,1,4,1,"Excellent",11,"Typ",1,"Good","BuiltIn","Fin",2,550,"Typical","Typical","Paved",208,364,0,0,0,0,"No_Pool","No_Fence","None",0,8,2007,"New","Partial",303477,-93.647933,42.050301
"707","Two_Story_1946_and_Newer","Floating_Village_Residential",112,12217,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","Two_Story","Very_Good","Average",2007,2007,"Hip","CompShg","WdShing","Wd Shng","None",0,"Good","Typical","PConc","Excellent","Typical","Av","GLQ",3,"Unf",0,210,955,"GasA","Excellent","Y","SBrkr",955,925,0,1880,1,0,2,1,3,1,"Excellent",8,"Typ",1,"Good","Attchd","Fin",3,880,"Typical","Typical","Paved",168,127,0,0,0,0,"No_Pool","No_Fence","None",0,12,2007,"New","Partial",310013,-93.648742,42.051681
"708","One_Story_1946_and_Newer_All_Styles","Floating_Village_Residential",84,11096,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","One_Story","Very_Good","Average",2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","Av","GLQ",3,"Unf",0,1632,1656,"GasA","Excellent","Y","SBrkr",1656,0,0,1656,0,0,2,0,3,1,"Good",7,"Typ",0,"No_Fireplace","Attchd","RFn",3,826,"Typical","Typical","Paved",0,146,0,0,0,0,"No_Pool","No_Fence","None",0,7,2007,"WD ","Normal",249700,-93.643974,42.052269
"709","Two_Story_1946_and_Newer","Floating_Village_Residential",84,10207,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","Two_Story","Good","Above_Average",2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,874,874,"GasA","Excellent","Y","SBrkr",874,887,0,1761,0,0,3,0,3,1,"Good",7,"Typ",0,"No_Fireplace","Attchd","Fin",2,578,"Typical","Typical","Paved",144,105,0,0,0,0,"No_Pool","No_Fence","None",0,8,2007,"New","Partial",227875,-93.64397,42.052119
"710","One_Story_1946_and_Newer_All_Styles","Floating_Village_Residential",84,10440,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Somerset","Norm","Norm","OneFam","One_Story","Very_Good","Average",2007,2007,"Gable","CompShg","CemntBd","CmentBd","None",0,"Excellent","Typical","PConc","Good","Typical","Mn","Unf",7,"Unf",0,1574,1574,"GasA","Excellent","Y","SBrkr",1584,0,0,1584,0,0,2,0,2,1,"Excellent",6,"Typ",1,"Good","Attchd","Fin",2,594,"Typical","Typical","Paved",0,256,0,0,0,0,"No_Pool","No_Fence","None",0,5,2007,"New","Partial",261329,-93.643792,42.051377
"711","One_Story_1946_and_Newer_All_Styles","Floating_Village_Residential",100,11824,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","Somerset","Norm","Norm","OneFam","One_Story","Very_Good","Average",2006,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",298,"Good","Typical","PConc","Good","Typical","Av","Unf",7,"Unf",0,1685,1685,"GasA","Excellent","Y","SBrkr",1685,0,0,1685,0,0,2,0,2,1,"Good",5,"Typ",1,"Good","Attchd","Fin",3,658,"Typical","Typical","Paved",112,63,0,0,0,0,"No_Pool","No_Fence","None",0,4,2007,"WD ","Normal",253000,-93.642046,42.052267
"712","Two_Story_1946_and_Newer","Floating_Village_Residential",85,10625,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","Two_Story","Above_Average","Average",2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",353,"Good","Typical","PConc","Good","Typical","Av","Unf",7,"Unf",0,1158,1158,"GasA","Excellent","Y","SBrkr",1158,1285,0,2443,0,0,2,1,4,1,"Good",9,"Min2",1,"Good","BuiltIn","RFn",3,744,"Typical","Typical","Paved",193,127,0,0,0,0,"No_Pool","No_Fence","None",0,6,2007,"WD ","Normal",265000,-93.641233,42.052146
"713","Two_Story_1946_and_Newer","Floating_Village_Residential",102,11143,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","Somerset","Norm","Norm","OneFam","Two_Story","Very_Good","Average",2004,2005,"Gable","CompShg","CemntBd","CmentBd","None",0,"Good","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,1580,1580,"GasA","Excellent","Y","SBrkr",1580,886,0,2466,0,0,3,0,4,1,"Good",8,"Typ",1,"Good","Attchd","RFn",2,610,"Typical","Typical","Paved",159,214,0,0,0,0,"No_Pool","No_Fence","None",0,12,2007,"WD ","Normal",340000,-93.639574,42.051054
"714","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",63,7500,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer_West","Norm","Norm","OneFam","One_Story","Above_Average","Average",2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,1100,1100,"GasA","Excellent","Y","SBrkr",1100,0,0,1100,0,0,1,1,3,1,"Typical",6,"Typ",0,"No_Fireplace","No_Garage","No_Garage",0,0,"No_Garage","No_Garage","Paved",0,136,0,0,0,0,"No_Pool","No_Fence","None",0,6,2007,"New","Partial",146000,-93.69179,42.037586
"715","Two_Story_1946_and_Newer","Residential_Low_Density",0,11613,"Pave","No_Alley_Access","Moderately_Irregular","Lvl","AllPub","Corner","Gtl","Sawyer_West","Norm","Norm","OneFam","Two_Story","Above_Average","Average",1993,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","No","ALQ",1,"Unf",0,384,864,"GasA","Excellent","Y","SBrkr",920,900,0,1820,0,0,2,1,3,1,"Good",7,"Typ",0,"No_Fireplace","Attchd","RFn",2,492,"Typical","Typical","Paved",144,85,0,0,0,0,"No_Pool","Good_Privacy","None",0,5,2007,"WD ","Normal",191750,-93.689767,42.035259
"716","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",65,8450,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer_West","Norm","Norm","OneFam","One_Story","Good","Average",2000,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",108,"Typical","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,1349,1349,"GasA","Excellent","Y","SBrkr",1349,0,0,1349,0,0,2,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd","Unf",2,539,"Typical","Typical","Paved",120,55,0,0,0,0,"No_Pool","Good_Privacy","None",0,12,2007,"WD ","Normal",179000,-93.688804,42.036038
"717","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,16196,"Pave","No_Alley_Access","Irregular","Low","AllPub","Inside","Gtl","Sawyer_West","Norm","Norm","OneFam","One_Story","Good","Average",1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","Gd","GLQ",3,"Unf",0,39,1482,"GasA","Excellent","Y","SBrkr",1494,0,0,1494,1,0,2,0,3,1,"Good",5,"Typ",1,"Fair","Attchd","RFn",2,514,"Typical","Typical","Paved",402,25,0,0,0,0,"No_Pool","No_Fence","None",0,8,2007,"WD ","Normal",215000,-93.689449,42.035071
"718","Duplex_All_Styles_and_Ages","Residential_High_Density",60,8400,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer_West","Feedr","Norm","Duplex","One_Story","Average","Average",1977,1977,"Gable","CompShg","Plywood","Plywood","BrkFace",320,"Typical","Typical","Slab","No_Basement","No_Basement","No_Basement","No_Basement",5,"No_Basement",0,0,0,"GasA","Typical","Y","SBrkr",2020,0,0,2020,0,0,2,0,4,2,"Typical",10,"Typ",2,"Typical","Detchd","Unf",2,630,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,10,2007,"WD ","Normal",144000,-93.6791142,42.0362103
"719","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",64,6285,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","OneFam","One_Story","Average","Average",1977,1977,"Gable","CompShg","Plywood","Plywood","None",0,"Typical","Typical","CBlock","Good","Typical","No","LwQ",4,"Rec",351,405,894,"GasA","Typical","Y","SBrkr",894,0,0,894,1,0,1,0,2,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd","Unf",1,308,"Typical","Typical","Paved",192,0,0,0,0,0,"No_Pool","No_Fence","None",0,3,2007,"WD ","Normal",120750,-93.677007,42.034678
"720","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",70,7420,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","OneFam","One_Story","Average","Average",1962,1962,"Hip","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"Unf",0,640,1057,"GasA","Typical","Y","SBrkr",1057,0,0,1057,0,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Detchd","Fin",2,576,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,4,2007,"WD ","Normal",132000,-93.673987,42.035871
"721","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",85,6970,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Sawyer","Feedr","Norm","OneFam","One_Story","Below_Average","Average",1961,1961,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,108,1040,"GasA","Typical","Y","SBrkr",1120,0,0,1120,1,0,1,1,3,1,"Fair",5,"Typ",0,"No_Fireplace","Attchd","RFn",2,544,"Typical","Typical","Paved",168,0,0,0,0,0,"No_Pool","No_Fence","Shed",400,5,2007,"WD ","Normal",129000,-93.669559,42.034532
"722","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",40,13673,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Sawyer","RRAe","Norm","OneFam","One_Story","Average","Average",1962,1962,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Good","CBlock","Typical","Typical","No","Unf",7,"Unf",0,1140,1140,"GasA","Typical","Y","SBrkr",1696,0,0,1696,0,0,1,1,3,1,"Typical",8,"Min2",1,"Typical","Attchd","RFn",1,349,"Typical","Typical","Paved",0,30,0,0,0,0,"No_Pool","No_Fence","None",0,3,2007,"WD ","Normal",143900,-93.669552,42.034724
"723","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",84,7476,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","OneFam","One_Story","Average","Good",1968,1968,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"Unf",0,228,1040,"GasA","Typical","Y","SBrkr",1040,0,0,1040,1,0,1,1,3,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd","Fin",2,686,"Typical","Typical","Paved",188,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2007,"WD ","Normal",145000,-93.672318,42.035675
"724","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,6173,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","OneFam","One_Story","Average","Above_Average",1967,1967,"Gable","CompShg","HdBoard","Wd Sdng","BrkFace",75,"Typical","Typical","CBlock","Typical","Typical","No","GLQ",3,"Unf",0,277,876,"GasA","Typical","Y","SBrkr",902,0,0,902,0,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd","Unf",1,288,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,8,2007,"WD ","Normal",125500,-93.671941,42.034819
"725","Two_Story_1946_and_Newer","Residential_Low_Density",0,17542,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Veenker","Norm","Norm","OneFam","Two_Story","Good","Good",1974,2003,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Good","Typical","CBlock","Typical","Typical","Gd","LwQ",4,"ALQ",1031,36,1192,"GasA","Typical","Y","SBrkr",1516,651,0,2167,1,0,2,1,3,1,"Good",9,"Typ",2,"Good","Attchd","RFn",2,518,"Typical","Typical","Paved",220,47,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,7,2007,"WD ","Normal",294000,-93.661848,42.037502
"726","Split_Foyer","Residential_Low_Density",0,16647,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Sawyer","RRAe","Norm","OneFam","SFoyer","Average","Average",1975,1981,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","CBlock","Good","Typical","Gd","ALQ",1,"Unf",0,0,1390,"GasA","Typical","Y","SBrkr",1701,0,0,1701,1,0,2,0,3,1,"Typical",6,"Min2",2,"Typical","Basment","Fin",2,611,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,1,2007,"WD ","Normal",171000,-93.661983,42.034644
"727","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",43,12712,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Sawyer","RRAe","Norm","OneFam","One_Story","Above_Average","Good",1973,2006,"Gable","CompShg","CemntBd","CmentBd","None",0,"Typical","Typical","CBlock","Good","Typical","Mn","ALQ",1,"Unf",0,76,1044,"GasA","Typical","Y","SBrkr",1055,0,0,1055,1,0,1,0,2,1,"Good",5,"Typ",1,"Typical","Attchd","RFn",2,542,"Typical","Typical","Paved",455,0,0,0,0,0,"No_Pool","No_Fence","None",0,1,2007,"WD ","Abnorml",147000,-93.662134,42.034673
"728","One_Story_PUD_1946_and_Newer","Floating_Village_Residential",45,4379,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","FR2","Gtl","Somerset","Norm","Norm","TwnhsE","One_Story","Very_Good","Average",2004,2004,"Gable","CompShg","MetalSd","MetalSd","None",0,"Good","Typical","PConc","Good","Typical","Av","GLQ",3,"Unf",0,527,1378,"GasA","Excellent","Y","SBrkr",1378,0,0,1378,1,0,2,0,2,1,"Good",6,"Typ",1,"Good","Attchd","Fin",2,540,"Typical","Typical","Paved",160,56,0,0,0,0,"No_Pool","No_Fence","None",0,7,2007,"WD ","Normal",214000,-93.647974,42.047618
"729","One_Story_PUD_1946_and_Newer","Floating_Village_Residential",80,3523,"Pave","Paved","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","TwnhsE","One_Story","Very_Good","Average",2006,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",30,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,1081,1141,"GasA","Excellent","Y","SBrkr",1151,0,0,1151,1,0,2,0,2,1,"Good",5,"Typ",0,"No_Fireplace","Attchd","Fin",2,484,"Typical","Typical","Paved",0,60,0,0,0,0,"No_Pool","No_Fence","None",0,2,2007,"New","Partial",166000,-93.64733,42.0474249
"730","One_Story_PUD_1946_and_Newer","Floating_Village_Residential",47,4230,"Pave","Paved","Regular","Lvl","AllPub","Corner","Gtl","Somerset","Norm","Norm","TwnhsE","One_Story","Good","Average",2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Excellent","Good","No","Unf",7,"Unf",0,1352,1352,"GasA","Excellent","Y","SBrkr",1352,0,0,1352,0,0,2,0,2,1,"Good",5,"Typ",1,"Good","Attchd","RFn",2,466,"Typical","Typical","Paved",0,241,0,0,0,0,"No_Pool","No_Fence","None",0,4,2007,"New","Partial",208900,-93.646653,42.047711
"731","One_Story_PUD_1946_and_Newer","Floating_Village_Residential",30,5330,"Pave","Paved","Moderately_Irregular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","TwnhsE","One_Story","Very_Good","Average",2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,1550,1550,"GasA","Excellent","Y","SBrkr",1550,0,0,1550,0,0,2,1,2,1,"Good",5,"Typ",0,"No_Fireplace","Attchd","Fin",2,528,"Typical","Typical","Paved",0,102,0,0,0,0,"No_Pool","No_Fence","None",0,7,2007,"New","Partial",207500,-93.646607,42.047699
"732","One_Story_PUD_1946_and_Newer","Floating_Village_Residential",35,4274,"Pave","Paved","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","TwnhsE","One_Story","Good","Average",2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,135,1241,"GasA","Excellent","Y","SBrkr",1241,0,0,1241,1,0,1,1,1,1,"Good",4,"Typ",0,"No_Fireplace","Attchd","Fin",2,569,"Typical","Typical","Paved",0,116,0,0,0,0,"No_Pool","No_Fence","None",0,11,2007,"New","Partial",199900,-93.646576,42.047687
"733","Two_Story_PUD_1946_and_Newer","Floating_Village_Residential",24,2280,"Pave","Paved","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","Twnhs","Two_Story","Above_Average","Average",1999,1999,"Gable","CompShg","MetalSd","MetalSd","BrkFace",342,"Typical","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,179,744,"GasA","Good","Y","SBrkr",757,744,0,1501,1,0,2,1,3,1,"Typical",6,"Typ",1,"Typical","Detchd","Unf",2,440,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,9,2007,"WD ","Normal",176500,-93.644107,42.047104
"734","Two_Story_PUD_1946_and_Newer","Floating_Village_Residential",0,2117,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","TwnhsE","Two_Story","Above_Average","Average",2000,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",513,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,336,756,"GasA","Excellent","Y","SBrkr",756,756,0,1512,0,0,2,1,2,1,"Good",4,"Typ",1,"Typical","Detchd","Unf",2,440,"Typical","Typical","Paved",0,32,0,0,0,0,"No_Pool","No_Fence","None",0,6,2007,"WD ","Normal",168500,-93.645671,42.046144
"735","Two_Story_PUD_1946_and_Newer","Floating_Village_Residential",0,2117,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","Twnhs","Two_Story","Above_Average","Average",2000,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,320,756,"GasA","Excellent","Y","SBrkr",769,756,0,1525,0,0,2,1,3,1,"Good",5,"Typ",1,"Typical","Detchd","Unf",2,440,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2007,"WD ","Normal",177000,-93.645595,42.046145
"736","Two_Story_1946_and_Newer","Floating_Village_Residential",66,7399,"Pave","Paved","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","Two_Story","Good","Average",1997,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",1600,"Good","Typical","PConc","Good","Typical","No","BLQ",2,"Unf",0,326,975,"GasA","Excellent","Y","SBrkr",975,975,0,1950,0,0,2,1,3,1,"Good",7,"Typ",1,"Typical","Detchd","RFn",2,576,"Typical","Typical","Paved",0,10,0,0,198,0,"No_Pool","No_Fence","None",0,6,2007,"WD ","Normal",239000,-93.642182,42.046318
"737","Two_Story_1946_and_Newer","Floating_Village_Residential",0,8010,"Pave","Paved","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","Two_Story","Very_Good","Average",2003,2004,"Hip","CompShg","CemntBd","CmentBd","None",0,"Good","Typical","PConc","Excellent","Typical","No","GLQ",3,"Unf",0,90,1054,"GasA","Excellent","Y","SBrkr",1072,976,0,2048,1,0,2,1,3,1,"Good",8,"Typ",2,"Good","Detchd","Unf",2,552,"Typical","Typical","Paved",0,48,0,0,180,0,"No_Pool","No_Fence","None",0,8,2007,"WD ","Normal",301000,-93.639878,42.046135
"738","Two_Story_1946_and_Newer","Floating_Village_Residential",106,8413,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","Two_Story","Very_Good","Average",1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Good","PConc","Excellent","Typical","Mn","GLQ",3,"Unf",0,319,1220,"GasA","Excellent","Y","SBrkr",1220,1142,0,2362,1,0,2,1,3,1,"Good",8,"Typ",2,"Typical","Attchd","RFn",2,1105,"Good","Typical","Paved",147,0,36,0,144,0,"No_Pool","No_Fence","None",0,6,2007,"WD ","Normal",312500,-93.643456,42.046411
"739","One_Story_PUD_1946_and_Newer","Residential_Low_Density",50,9466,"Pave","No_Alley_Access","Moderately_Irregular","Lvl","AllPub","FR2","Gtl","Veenker","Norm","Norm","TwnhsE","One_Story","Very_Good","Average",1994,1995,"Gable","CompShg","BrkFace","BrkFace","None",0,"Good","Typical","PConc","Good","Typical","Gd","LwQ",4,"ALQ",1037,0,1494,"GasA","Excellent","Y","SBrkr",1494,0,0,1494,1,0,1,1,1,1,"Good",5,"Typ",1,"Good","Attchd","Fin",2,478,"Typical","Typical","Paved",0,30,0,0,217,0,"No_Pool","No_Fence","None",0,5,2007,"WD ","Normal",279700,-93.648204,42.044383
