"","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"3717","No","Yes","No",11,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",102,1145.35,"Yes"
"3718","No","No","No",29,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)",48.95,1323.7,"No"
"3719","No","Yes","No",57,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.65,5497.05,"No"
"3723","No","No","Yes",23,"No","No","DSL","Yes","Yes","No","Yes","No","No","One year","No","Bank transfer (automatic)",40.65,947.4,"No"
"3725","No","Yes","Yes",62,"Yes","Yes","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",24.8,1476.25,"No"
"3726","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.8,70.8,"Yes"
"3728","No","No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.6,291.9,"Yes"
"3729","No","No","No",67,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",88.8,5903.15,"No"
"3730","No","No","No",62,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",20.05,1201.65,"No"
"3731","No","Yes","No",57,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",104.5,5921.35,"Yes"
"3736","No","Yes","No",2,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.05,134.05,"No"
"3738","No","No","No",5,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",50.6,249.95,"Yes"
"3739","No","No","No",35,"No","No","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",49.2,1701.65,"No"
"3740","No","No","No",24,"Yes","Yes","No","No","No","No","No","No","No","One year","No","Electronic check",24.6,592.65,"No"
"3746","No","No","No",7,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.25,669,"Yes"
"3748","No","Yes","Yes",4,"Yes","Yes","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Mailed check",58.5,224.85,"No"
"3749","No","No","No",48,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",78.9,3771.5,"No"
"3754","No","No","No",1,"No","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Mailed check",29.15,29.15,"No"
"3756","No","No","No",4,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",76.05,318.9,"Yes"
"3758","No","No","No",42,"Yes","No","DSL","No","No","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",66.5,2762.75,"No"
"3759","No","No","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",49.55,49.55,"No"
"3762","No","Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",82.65,5919.35,"No"
"3763","No","No","No",15,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",49,749.25,"No"
"3765","No","No","No",11,"Yes","Yes","No","No","No","No","No","No","No","One year","No","Electronic check",25.2,245.15,"No"
"3766","No","No","No",5,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",25.45,134.75,"No"
"3767","Yes","No","No",1,"Yes","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",55.8,55.8,"Yes"
"3768","No","Yes","No",72,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",110.9,8240.85,"No"
"3770","No","Yes","Yes",40,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",26.2,1077.5,"No"
"3775","Yes","Yes","Yes",52,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",80.85,4079.55,"No"
"3776","Yes","No","No",41,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.4,4187.75,"Yes"
"3777","No","Yes","No",43,"Yes","No","DSL","No","No","No","No","Yes","No","One year","Yes","Mailed check",56.35,2391.15,"No"
"3780","Yes","Yes","Yes",66,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",79.4,5154.6,"Yes"
"3781","No","Yes","Yes",55,"Yes","No","DSL","No","No","Yes","Yes","No","No","Two year","Yes","Credit card (automatic)",55.25,3119.9,"No"
"3782","No","No","No",29,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.1,529.5,"No"
"3791","No","No","No",2,"Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",19.3,28.3,"Yes"
"3792","No","No","No",6,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.1,435,"No"
"3794","No","No","No",9,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.25,186.15,"No"
"3801","No","No","Yes",66,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","No","Two year","Yes","Credit card (automatic)",90.95,5930.05,"No"
"3802","Yes","No","No",18,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month","Yes","Electronic check",85.45,1505.85,"Yes"
"3804","No","Yes","No",61,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","No","Two year","Yes","Electronic check",94.1,5638.3,"Yes"
"3805","No","No","No",10,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",79.85,797.25,"No"
"3806","Yes","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",71.65,71.65,"Yes"
"3808","No","Yes","No",24,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.65,2542.45,"Yes"
"3814","No","Yes","Yes",69,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",105,7297.75,"No"
"3815","No","Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",88.7,6301.7,"No"
"3816","No","No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.25,210.3,"Yes"
"3820","No","No","No",46,"No","No","DSL","Yes","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",30.75,1489.3,"No"
"3821","Yes","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",112.9,8061.5,"No"
"3822","Yes","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.2,74.2,"Yes"
"3823","No","Yes","Yes",6,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Mailed check",94.05,518.75,"No"
"3825","No","No","No",4,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",55.3,238.5,"No"
"3826","No","Yes","Yes",52,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.35,1031.7,"No"
"3828","No","No","No",2,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.45,34.8,"No"
"3829","No","Yes","No",65,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",19.35,1319.95,"No"
"3831","No","Yes","No",4,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.2,420.2,"Yes"
"3832","Yes","Yes","No",25,"Yes","Yes","Fiber optic","Yes","No","No","No","No","Yes","One year","Yes","Electronic check",89.05,2177.45,"Yes"
"3833","No","Yes","No",51,"Yes","Yes","DSL","No","Yes","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",78.65,3950.85,"No"
"3836","No","Yes","Yes",24,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.9,533.5,"No"
"3837","No","Yes","No",64,"Yes","Yes","DSL","No","No","Yes","Yes","No","No","One year","No","Bank transfer (automatic)",58.35,3756.45,"No"
"3838","No","No","No",4,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",105.65,443.9,"Yes"
"3843","No","Yes","No",27,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",95,2462.55,"No"
"3845","No","No","No",35,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",85.95,3110.1,"Yes"
"3848","No","No","No",10,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",20,198.6,"No"
"3849","No","No","No",2,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Mailed check",49.2,103.7,"No"
"3852","No","Yes","Yes",46,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",19.25,864.2,"No"
"3854","No","No","No",46,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",72.8,3249.4,"No"
"3857","No","Yes","No",61,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",114.1,7132.15,"No"
"3863","No","Yes","Yes",70,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",25.4,1782.05,"No"
"3865","No","No","No",30,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.2,2983.8,"Yes"
"3866","No","No","Yes",1,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",24,24,"No"
"3869","No","Yes","Yes",21,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",74.05,1565.7,"Yes"
"3871","No","Yes","No",68,"No","No","DSL","Yes","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",54.4,3723.65,"No"
"3872","No","No","No",3,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",101.55,298.35,"Yes"
"3873","No","Yes","Yes",9,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","No","Electronic check",103.1,970.45,"No"
"3875","No","No","No",9,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",43.75,405.7,"No"
"3886","No","No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.95,212.4,"No"
"3890","No","No","No",13,"Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",19.3,259.65,"No"
"3891","No","Yes","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",109.25,8109.8,"Yes"
"3898","No","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",115.5,8425.15,"No"
"3899","No","No","No",48,"Yes","Yes","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",25.05,1171.5,"No"
"3900","Yes","Yes","No",52,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",109.1,5647.95,"No"
"3901","No","Yes","Yes",35,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.65,708.8,"No"
"3902","No","Yes","No",67,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",111.3,7567.2,"No"
"3903","No","No","No",1,"No","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",29.9,29.9,"No"
"3905","No","Yes","Yes",34,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.8,635.9,"No"
"3907","No","Yes","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",78.8,78.8,"Yes"
"3908","No","No","No",19,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","No","Month-to-month","No","Mailed check",89.95,1682.4,"No"
"3914","No","Yes","No",72,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",24.8,1874.3,"No"
"3915","No","No","No",39,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.9,791.15,"No"
"3916","No","Yes","No",59,"Yes","No","Fiber optic","Yes","No","Yes","No","No","No","One year","Yes","Credit card (automatic)",81.25,4639.45,"No"
"3920","No","No","No",6,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",93.55,536.4,"Yes"
"3925","No","Yes","Yes",48,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","One year","Yes","Mailed check",82.05,4029.95,"Yes"
"3927","No","No","No",11,"No","No","DSL","No","Yes","Yes","No","No","No","Month-to-month","No","Mailed check",34.7,383.55,"No"
"3929","No","Yes","No",18,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",95.95,1745.5,"No"
"3933","Yes","No","No",2,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",78.55,149.55,"Yes"
"3934","No","No","No",9,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",19.7,180.7,"No"
"3935","No","No","Yes",10,"No","No","DSL","Yes","Yes","No","Yes","No","No","One year","No","Mailed check",40.25,411.45,"No"
"3938","No","No","No",4,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",20.15,68.45,"No"
"3939","No","No","No",2,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",50.95,123.05,"No"
"3940","No","No","Yes",1,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",78.65,78.65,"Yes"
"3944","Yes","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",44,44,"No"
"3945","No","Yes","Yes",9,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.25,172.35,"No"
"3949","No","Yes","Yes",56,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","One year","No","Bank transfer (automatic)",88.9,4968,"No"
"3950","No","No","Yes",18,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",57.65,992.7,"No"
"3952","No","Yes","No",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Mailed check",79.15,5536.5,"No"
"3954","Yes","No","No",6,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",74.4,434.1,"Yes"
"3962","No","No","No",8,"No","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",29.25,226.95,"No"
"3963","Yes","Yes","No",7,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",84.55,646.85,"Yes"
"3965","No","Yes","Yes",68,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",111.75,7511.3,"No"
"3967","No","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",107.7,7919.8,"No"
"3968","No","Yes","No",32,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.3,593.2,"No"
"3973","No","No","No",45,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",50.9,2298.55,"No"
"3977","No","No","No",4,"No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",24.45,86.6,"Yes"
"3979","No","No","No",3,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Mailed check",90.7,237.65,"No"
"3984","No","No","No",1,"No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",24.25,24.25,"Yes"
"3986","Yes","Yes","No",16,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",54.55,825.1,"No"
"3987","No","Yes","No",66,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Two year","No","Mailed check",96.6,6424.25,"No"
"3988","No","No","No",11,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",76.5,837.95,"Yes"
"3991","No","No","No",14,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",92.9,1337.45,"No"
"3993","No","No","No",70,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Mailed check",84.7,5991.05,"No"
"3995","Yes","Yes","No",54,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",101.5,5373.1,"Yes"
"4001","Yes","No","No",39,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.75,4036,"No"
"4002","No","Yes","Yes",45,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",109.75,4900.65,"No"
"4003","No","Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",80.85,5727.45,"No"
"4004","No","No","No",38,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.3,743.05,"No"
"4005","No","Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Bank transfer (automatic)",67.8,4804.65,"No"
"4008","No","Yes","No",55,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",25.7,1443.65,"No"
"4009","No","Yes","Yes",51,"No","No","DSL","No","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",56.15,2898.95,"No"
"4011","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.4,20.4,"No"
"4015","Yes","No","No",52,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",108.1,5839.3,"No"
"4017","No","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.35,45.35,"No"
"4018","No","No","No",28,"Yes","Yes","DSL","Yes","No","Yes","No","No","No","One year","No","Mailed check",59,1654.45,"No"
"4019","No","Yes","Yes",7,"Yes","No","DSL","Yes","Yes","Yes","No","Yes","No","One year","No","Electronic check",69.45,477.05,"No"
"4021","Yes","Yes","No",72,"No","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",64.95,4546,"No"
"4022","No","Yes","Yes",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.5,20.5,"Yes"
"4025","No","No","No",7,"No","No","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",25.05,189.95,"No"
"4028","No","Yes","No",20,"No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",24.45,482.8,"Yes"
"4029","No","No","No",63,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",109.2,7049.75,"No"
"4030","No","No","No",56,"No","No","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Bank transfer (automatic)",45.05,2560.1,"No"
"4032","No","Yes","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",110.45,7982.5,"No"
"4036","No","Yes","Yes",52,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",93.25,4631.7,"No"
"4039","No","No","No",60,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.6,1093,"No"
"4045","No","Yes","No",70,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",84.8,5917.55,"No"
"4046","No","No","No",14,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",71,914,"Yes"
"4049","No","Yes","Yes",58,"No","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Mailed check",59.75,3624.35,"No"
"4055","Yes","No","No",34,"No","No","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",56.25,1765.95,"No"
"4056","No","No","No",54,"No","No","DSL","Yes","Yes","No","No","No","Yes","Two year","No","Bank transfer (automatic)",46.2,2431.95,"No"
"4058","No","Yes","Yes",72,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",24.9,1859.2,"No"
"4059","No","Yes","Yes",40,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Electronic check",84.85,3303.05,"Yes"
"4060","No","Yes","Yes",2,"Yes","No","DSL","No","No","No","No","Yes","Yes","Month-to-month","No","Mailed check",65.7,134.35,"Yes"
"4061","No","Yes","Yes",54,"Yes","Yes","DSL","No","No","Yes","No","No","Yes","Two year","No","Credit card (automatic)",63.35,3409.1,"No"
"4063","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.5,70.5,"Yes"
"4065","No","No","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",50.15,50.15,"No"
"4069","No","Yes","Yes",14,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Mailed check",19.5,272,"No"
"4070","No","Yes","Yes",68,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","Two year","Yes","Electronic check",99.55,6668,"No"
"4071","Yes","Yes","No",55,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74,4052.4,"No"
"4072","No","No","No",16,"No","No","DSL","Yes","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",38.9,664.4,"No"
"4075","Yes","Yes","No",58,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.7,5812.6,"Yes"
"4076","No","No","No",53,"No","No","DSL","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",46.3,2546.85,"No"
"4077","No","Yes","No",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Two year","Yes","Credit card (automatic)",99.35,6944.5,"No"
"4079","No","Yes","Yes",22,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",67.5,1544.05,"Yes"
"4080","No","Yes","No",10,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",78.15,765.15,"No"
"4081","No","Yes","Yes",29,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",26.1,692.55,"No"
"4083","No","Yes","No",49,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","No","Electronic check",84.35,4059.35,"Yes"
"4084","Yes","Yes","No",68,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.2,6851.65,"Yes"
"4086","No","No","No",30,"No","No","DSL","No","No","No","Yes","No","Yes","One year","Yes","Credit card (automatic)",40.35,1187.05,"No"
"4087","No","Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",79.2,5401.9,"No"
"4088","No","No","No",10,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.9,247,"No"
"4091","No","No","Yes",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",49.9,49.9,"No"
"4096","No","No","No",3,"Yes","No","Fiber optic","Yes","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",82.3,214.4,"No"
"4097","No","No","No",20,"Yes","No","Fiber optic","Yes","No","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",89.4,1871.15,"No"
"4099","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.2,20.2,"Yes"
"4103","No","Yes","Yes",7,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",44.75,333.65,"No"
"4107","Yes","Yes","No",24,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.55,2264.05,"Yes"
"4109","No","Yes","Yes",33,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",19.45,600.25,"No"
"4110","No","No","No",2,"No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",25.05,56.35,"Yes"
"4111","No","Yes","No",70,"Yes","No","DSL","Yes","Yes","No","Yes","No","Yes","Two year","No","Mailed check",67.95,4664.15,"No"
"4114","No","No","No",36,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Credit card (automatic)",20.35,695.85,"No"
"4116","No","Yes","No",53,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","No","One year","No","Bank transfer (automatic)",77.4,4155.95,"No"
"4120","No","No","No",35,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Mailed check",19.15,638,"No"
"4124","Yes","Yes","No",34,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",71.55,2427.35,"No"
"4125","Yes","Yes","No",19,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.95,1760.25,"No"
"4128","No","No","Yes",56,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Mailed check",24.8,1424.2,"No"
"4129","No","No","No",57,"No","No","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",39.3,2111.45,"Yes"
"4132","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.25,20.25,"Yes"
"4133","No","No","No",13,"No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",23.9,300.8,"Yes"
"4135","No","Yes","No",55,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",103.65,5676.65,"No"
"4137","No","Yes","No",47,"Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",19.9,942.95,"No"
"4138","No","Yes","Yes",12,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",20.1,232.4,"No"
"4144","No","No","No",25,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",84.8,2043.45,"Yes"
"4160","Yes","No","No",59,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",89.75,5496.9,"No"
"4161","No","No","No",26,"Yes","No","DSL","Yes","No","No","Yes","Yes","Yes","One year","No","Bank transfer (automatic)",75,1908.35,"No"
"4162","Yes","No","No",2,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","No","Mailed check",49.95,107.1,"No"
"4164","No","Yes","No",65,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","One year","No","Credit card (automatic)",67.05,4309.55,"No"
